Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,101.63333129882812,101.66666412353516,98.5,99.6500015258789,82.14407348632812,42219
2007-01-03,100.31666564941406,104.0,99.08333587646484,102.36666870117188,84.38348388671875,258444
2007-01-04,102.66666412353516,103.66666412353516,98.69999694824219,99.9000015258789,82.35015106201172,142284
2007-01-05,100.66666412353516,101.48332977294922,99.98332977294922,100.53333282470703,82.8722152709961,571857
2007-01-08,101.63333129882812,101.63333129882812,96.66666412353516,98.3499984741211,81.07244873046875,625899
2007-01-09,99.83333587646484,100.0,95.01666259765625,95.93333435058594,79.08031463623047,975222
2007-01-10,97.33333587646484,97.33333587646484,95.0,95.76666259765625,78.94292449951172,306714
2007-01-11,96.96666717529297,97.6500015258789,95.51666259765625,97.03333282470703,79.9870834350586,66012
2007-01-12,99.0,101.66666412353516,97.43333435058594,101.0999984741211,83.33934783935547,396402
2007-01-15,101.66666412353516,106.46666717529297,99.0,105.38333129882812,86.87019348144531,494088
2007-01-16,107.13333129882812,107.13333129882812,102.96666717529297,106.0,87.37852478027344,1056537
2007-01-17,106.80000305175781,115.33333587646484,106.0,113.03333282470703,93.17630004882812,1176651
2007-01-18,113.33333587646484,117.0,110.5,111.98332977294922,92.31074523925781,1349376
2007-01-19,113.30000305175781,113.33333587646484,108.0,109.5,90.26367950439453,313758
2007-01-22,112.6500015258789,112.6500015258789,106.16666412353516,108.58333587646484,89.50804901123047,600474
2007-01-23,108.3499984741211,108.3499984741211,103.33333587646484,104.43333435058594,86.08709716796875,208860
2007-01-24,105.0,108.21666717529297,104.0999984741211,105.94999694824219,87.3373031616211,144588
2007-01-25,106.66666412353516,106.66666412353516,103.33333587646484,104.63333129882812,86.251953125,1652433
2007-01-29,105.0,110.0,104.21666717529297,106.6500015258789,87.91434478759766,95739
2007-01-31,107.66666412353516,110.0,104.83333587646484,109.23332977294922,90.04383850097656,1050861
2007-02-01,110.66666412353516,113.93333435058594,110.0,112.44999694824219,92.6954345703125,1109178
2007-02-02,111.91666412353516,112.0,109.16666412353516,110.56666564941406,91.14295196533203,2276436
2007-02-05,110.63333129882812,111.0,108.33333587646484,110.38333129882812,90.9918212890625,133041
2007-02-06,110.18333435058594,111.0,106.66666412353516,108.38333129882812,89.34317779541016,267612
2007-02-07,109.66666412353516,111.0,108.71666717529297,110.23332977294922,90.8681869506836,990999
2007-02-08,108.83333587646484,110.0,107.66666412353516,108.94999694824219,89.81028747558594,137946
2007-02-09,109.93333435058594,109.93333435058594,105.66666412353516,108.23332977294922,89.21952056884766,1378482
2007-02-12,106.19999694824219,109.33333587646484,99.66666412353516,107.21666717529297,88.3814468383789,471138
2007-02-13,106.0,109.33333587646484,105.33333587646484,106.5999984741211,87.87311553955078,771141
2007-02-14,100.0,106.80000305175781,100.0,106.5999984741211,87.87311553955078,185412
2007-02-15,107.5999984741211,109.13333129882812,107.33333587646484,108.68333435058594,89.59048461914062,306204
2007-02-19,106.69999694824219,109.66666412353516,106.69999694824219,109.5999984741211,90.34610748291016,213405
2007-02-20,109.63333129882812,109.66666412353516,107.13333129882812,107.68333435058594,88.76614379882812,62898
