Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,std_20,Bollinger_Band_Upper,Bollinger_Band_Lower,%K,%D,TR,ATR,Daily returns,Weekly returns,Label
2012-01-02,84.96666717529297,86.4000015258789,84.30000305175781,84.66666412353516,72.78653717041016,550665,,84.66666412353516,,0.0,0.0,,,,,,,,,,1
2012-01-03,85.19999694824219,88.0,84.86666870117188,87.30000305175781,75.05037689208984,857586,,84.91745830717541,,0.2100669230490979,0.042013384609819585,,,,,,3.3333358764648438,,0.031102429220317696,,1
2012-01-04,84.69999694824219,89.30000305175781,84.69999694824219,88.06666564941406,75.70945739746094,852489,,85.21738281596004,,0.43341361501684617,0.12029343069122492,,,,,,4.600006103515625,,0.008781930937639348,,1
2012-01-05,86.93333435058594,89.80000305175781,86.93333435058594,88.5,76.08198547363281,1119879,,85.53001302396385,,0.6380291353800089,0.22384057162898174,,,,,,2.866668701171875,,0.004920526369319056,,1
2012-01-06,87.33333587646484,88.9000015258789,87.33333587646484,88.53333282470703,76.11065673828125,354655,,85.81604348117749,,0.7937284819616366,0.3378181536955127,,,,,,1.5666656494140625,,0.0003766420870849885,,1
2012-01-09,90.80000305175781,92.0,89.03333282470703,91.26666259765625,78.46043395996094,1568484,,86.33515006369927,,1.1247132113766867,0.4951971652317475,,,,,,3.4666671752929688,,0.03087345393809038,0.07795274022478549,0
2012-01-10,91.80000305175781,97.5999984741211,91.80000305175781,96.86666870117188,83.2746810913086,2546311,,87.33815183869667,,1.8179386206133472,0.7597454563080674,,,,,,6.333335876464844,,0.06135872556448052,0.10958379513162497,0
2012-01-11,97.26666259765625,98.33333587646484,95.13333129882812,95.86666870117188,82.41498565673828,2143989,,88.1503915398848,,2.2605746122305135,1.0599112874925567,,,,,,3.2000045776367188,,-0.010323468468652952,0.08856930138366947,0
2012-01-12,95.83333587646484,95.83333587646484,92.36666870117188,94.23332977294922,81.01083374023438,1562722,,88.72971899065283,,2.451312815237813,1.338191593041608,,,,,,3.5,,-0.01703761015534999,0.06478338726496302,1
2012-01-13,93.43333435058594,95.19999694824219,90.73332977294922,91.5999984741211,78.74700164794922,1677085,,89.00307894145934,,2.3627500750636585,1.5431032894460182,,,,,,4.466667175292969,,-0.027944797293834478,0.0346385429258147,1
2012-01-16,91.13333129882812,91.13333129882812,89.0,89.23332977294922,76.7124252319336,1182921,,89.02500759207742,,2.0776433016136195,1.6500112918795387,,,,,,2.5999984741210938,,-0.025836994984672512,-0.02227903121286312,1
2012-01-17,89.36666870117188,93.26666259765625,89.33333587646484,92.69999694824219,79.6926498413086,1492654,,89.37500657837882,,2.107135452619289,1.741436124027489,,,,,,4.033332824707031,,0.03884946559893909,-0.043014504460596514,1
2012-01-18,93.36666870117188,93.36666870117188,89.5,91.06666564941406,78.28849792480469,3108036,,89.53611696609646,,1.9759346644395066,1.7883358321098926,,,,,,3.866668701171875,,-0.017619539941733486,-0.05006957179997573,1
2012-01-19,92.33333587646484,95.46666717529297,92.03333282470703,95.06666564941406,81.72724151611328,1628464,,90.06283588831718,67.9723474963156,2.169712569262302,1.8646111795403746,,,,76.72206404668536,,4.400001525878906,,0.043923865790794325,0.008843324102764116,1
2012-01-20,96.5,96.80000305175781,93.33333587646484,94.96666717529297,81.64126586914062,563382,,90.52986743945773,67.73823282243556,2.2888297096435792,1.9494548855610156,,,,75.30561868301781,,3.4666671752929688,3.692858559744699,-0.0010518773687705485,0.03675402573421471,1
2012-01-23,94.83333587646484,95.33333587646484,92.83333587646484,93.33333587646484,80.23712921142578,256536,,90.79686443345841,60.760998099001604,2.225777340410204,2.0047193765308533,,,,63.32519842480116,71.78429371816812,2.5,3.6333345685686385,-0.017198995683540885,0.04594702578003007,1
2012-01-24,93.4000015258789,93.93333435058594,92.43333435058594,93.36666870117188,80.26577758789062,455218,,91.04160769705017,59.70696421115702,2.1536713808403505,2.0345097773927527,,,,56.4327499078115,65.02118900521016,1.5,3.4119055611746654,0.0003571373978441539,0.007191712781845272,1
2012-01-25,94.03333282470703,96.80000305175781,93.66666412353516,95.53333282470703,82.12843322753906,1093861,,91.4693910425413,62.11251368758075,2.2454741473757167,2.0767026513893456,,,,74.5454268022017,64.76779171160479,3.4333343505859375,3.4523816789899553,0.023205970114128727,0.04904832238492873,1
2012-01-27,96.0999984741211,100.4000015258789,93.43333435058594,99.76666259765625,85.76775360107422,2307333,,92.25960738112369,66.90069856029407,2.6295114631885355,2.1872644137491837,,,,94.44439611008009,75.14085760669776,6.966667175292969,3.8380960736955916,0.04431259381180497,0.049438958610106276,0
