Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,std_20,Bollinger_Band_Upper,Bollinger_Band_Lower,%K,%D,TR,ATR,Daily returns,Weekly returns,Label
2012-01-02,134.0416717529297,134.0416717529297,130.8333282470703,131.7916717529297,83.94001770019531,1404067,,131.7916717529297,,0.0,0.0,,,,,,,,,,0
2012-01-03,132.9166717529297,134.5833282470703,132.25,133.625,85.10768127441406,2140398,,131.96627444312685,,0.14624840717371512,0.029249681434743026,,,,,,2.791656494140625,,0.013910805005245441,,0
2012-01-04,134.1666717529297,134.1666717529297,132.2916717529297,133.4583282470703,85.00150299072266,1876118,,132.10837480540718,,0.24586809168093282,0.072573363483981,,,,,,1.875,,-0.0012473096570977393,,0
2012-01-05,133.7083282470703,134.0833282470703,129.2083282470703,130.6666717529297,83.22344970703125,3196855,,131.97106975279027,,0.09841954192830826,0.07774259917284645,,,,,,4.875,,-0.02091781405333093,,1
2012-01-06,130.4166717529297,131.25,129.375,130.7916717529297,83.30307006835938,2624210,,131.85874613375594,,-0.008252906361406076,0.06054349806599595,,,,,,1.875,,0.0009566326158239047,,1
2012-01-09,130.3333282470703,131.25,129.625,130.7916717529297,83.30307006835938,2584994,,131.75712000224868,,-0.09173413614553283,0.0300879712236902,,,,,,1.625,,0.0,-0.00758773287188208,1
2012-01-10,132.4583282470703,133.4583282470703,130.625,131.6666717529297,83.86036682128906,7592079,,131.74850588326592,,-0.08629368499467205,0.006811639980017749,,,,,,2.8333282470703125,,0.006690028411387772,-0.014655403158617908,1
2012-01-11,132.3333282470703,133.7083282470703,131.25,133.0833282470703,84.76268005371094,7652688,,131.87563182267587,,0.03196181541102305,0.011841675066218811,,,,,,2.4583282470703125,,0.010759415995559962,-0.00280986585794607,1
2012-01-12,134.0833282470703,135.3333282470703,133.125,134.0416717529297,85.37305450439453,2979742,,132.0819213398429,,0.20069695362752782,0.04961273077848062,,,,,,2.25,,0.00720107859100283,0.02582908062724365,1
2012-01-13,134.9166717529297,139.0416717529297,134.125,138.5,88.2126235961914,4058114,,132.69316692652453,,0.686259820046331,0.1769421486320507,,,,,,5.0,,0.03326076278195078,0.05893592568823203,1
2012-01-16,137.2916717529297,138.25,134.625,134.875,85.90380859375,2294924,,132.9009605525698,,0.7696921533368766,0.29549214957301595,,,,,,3.875,,-0.026173285198555996,0.031220093698197227,1
2012-01-17,135.7916717529297,139.8333282470703,135.6666717529297,139.3333282470703,88.74337768554688,4024894,,133.5135669996651,,1.1819380620534616,0.4727813320691051,,,,,,4.9583282470703125,,0.033055260404599274,0.058227768592244544,1
2012-01-18,139.3333282470703,141.0,136.1666717529297,137.0833282470703,87.3103256225586,3001603,,133.85354426132272,,1.3119661892581576,0.6406183035069157,,,,,,4.8333282470703125,,-0.016148325948334707,0.03005635681558827,1
2012-01-19,137.6666717529297,143.75,137.5,142.875,90.99913024902344,5671336,,134.71273052214912,69.27536370338171,1.8609025975381996,0.8846751623131726,,,,93.98281012756519,,6.6666717529296875,,0.04224927879261253,0.06589986629943123,1
2012-01-20,143.2916717529297,146.5,142.5416717529297,145.4166717529297,92.6179428100586,4067755,,135.73215349650917,71.77097911475425,2.4725285547145006,1.2022458407934382,,,,93.7349710163983,,3.9583282470703125,3.562497820172991,0.017789478585684693,0.04993986825219987,0
2012-01-23,144.2083282470703,147.9166717529297,144.2083282470703,146.2916717529297,93.17525482177734,3179276,,136.73782190188254,70.87913276406303,2.9933462869214225,1.5604659300190353,,,,91.31403590333342,93.0106056824323,3.708343505859375,3.6279754638671875,0.006017191766612973,0.08464631512830167,0
2012-01-24,146.3333282470703,147.625,144.125,146.125,93.06908416748047,2662366,,137.631838863608,70.87913276406303,3.3539864069418854,1.9191700254036055,,,,90.42314060371757,91.8240491744831,3.5,3.744046892438616,-0.0011393112877347011,0.04874405742240273,0
2012-01-25,146.125,147.5833282470703,145.2083282470703,145.625,92.75064086914062,4540281,,138.39309230516915,76.67160570679513,3.5584311003261178,2.247022240388108,,,,87.64042539709187,89.79253396804762,2.375,3.5654754638671875,-0.0034217279726261873,0.06231006981049303,0
2012-01-27,148.4583282470703,149.0833282470703,143.9166717529297,145.0416717529297,92.37908935546875,2761042,,139.02629034781302,75.0,3.6315233378229266,2.5239224598750716,,,,79.2291689048408,85.76424496855009,5.166656494140625,3.800593784877232,-0.0040056875335300335,0.015164806669674125,1
2012-01-30,142.9583282470703,145.75,142.2916717529297,143.125,91.1583480834961,3483304,137.7104179382324,139.4166436480213,70.27396085155567,3.494507562547426,2.7180394804095425,5.957964660430929,149.62634725909427,125.79448861737055,67.7201089539839,78.19656775197218,3.4583282470703125,3.9315458025251115,-0.013214628111806626,-0.01575934674686652,1
2012-01-31,142.0,143.7916717529297,141.0416717529297,143.5,93.29846954345703,2779754,138.29583435058595,139.80553472916213,69.7771469112561,3.377250102573214,2.849881604842277,5.92089507605227,150.1376245026905,126.45404419848141,68.69160837664977,71.88029541182482,2.75,3.925593784877232,0.0026200873362445254,-0.019082916474182587,1
