Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,std_20,Bollinger_Band_Upper,Bollinger_Band_Lower,%K,%D,TR,ATR,Daily returns,Weekly returns,Label
2012-01-02,381.745849609375,383.8906555175781,370.327392578125,373.12030029296875,344.9515380859375,193865,,373.12030029296875,,0.0,0.0,,,,,,,,,,1
2012-01-03,373.5677795410156,379.2615661621094,370.49713134765625,378.7369384765625,350.1441650390625,526010,,373.65521821521577,,0.4480509092325633,0.08961018184651266,,,,,,8.764434814453125,,0.015053156258674871,,1
2012-01-04,380.51141357421875,380.51141357421875,368.78436279296875,371.4615478515625,343.4179992675781,555199,,373.44629722820116,,0.21360891180239605,0.11440992783768934,,,,,,11.72705078125,,-0.019209614605495418,,0
2012-01-05,372.4876403808594,374.6401672363281,366.4698181152344,370.72088623046875,342.7332763671875,607447,,373.1867342760362,,-0.03158912332901309,0.08521011760434886,,,,,,8.17034912109375,,-0.001993911955026184,,1
2012-01-06,372.47991943359375,375.5736999511719,367.71197509765625,373.1820068359375,345.0086364746094,414599,,373.18628404364586,,-0.027007146732728415,0.06276666473693342,,,,,,7.861724853515625,,0.006638742776253315,,1
2012-01-09,370.83660888671875,378.8063659667969,369.0929870605469,376.9932861328125,348.5321044921875,214000,,373.54885567118555,,0.2809241708268928,0.1063981659549253,,,,,,9.71337890625,,0.010212923525411366,0.010379992288821471,1
2012-01-10,376.85443115234375,379.8941955566406,373.1048583984375,378.76007080078125,350.16552734375,530702,,374.0451618740042,,0.6599195735298053,0.21710244746990132,,,,,,6.789337158203125,,0.004686514940603903,6.107754979423063e-05,1
2012-01-11,378.0425720214844,378.5826110839844,368.78436279296875,370.8674621582031,342.8687744140625,374360,,373.74252380583266,,0.3197230363702488,0.23762656524997083,,,,,,9.9757080078125,,-0.02083801659950968,-0.0015993194902552688,1
2012-01-12,371.87042236328125,382.6716613769531,369.1546936035156,379.2692565917969,350.6362609863281,293493,,374.26887930925784,,0.719772336302583,0.3340557194604933,,,,,,13.5169677734375,,0.022654439364135248,0.023058777314245438,1
2012-01-13,381.900146484375,387.59393310546875,379.1998291015625,382.440185546875,353.5678405761719,629974,,375.04709895093566,,1.2779503388051126,0.5228346433294171,,,,,,8.39410400390625,,0.008360627443344093,0.0248087489250457,1
2012-01-16,378.0425720214844,385.7577209472656,378.0425720214844,384.43841552734375,355.4152526855469,217390,,375.9415100534507,,1.86010871141508,0.7902894569465497,,,,,,7.71514892578125,,0.005224947732967333,0.01974870552975405,1
2012-01-17,383.90606689453125,395.0158996582031,383.8752136230469,392.7630615234375,363.1113586425781,704943,,377.54356257440185,,2.959092202904287,1.2240500061380972,,,,,,11.14068603515625,,0.021654043040091775,0.03697060963435472,0
2012-01-18,394.2366638183594,394.2366638183594,380.3802490234375,382.363037109375,353.4964904785156,172880,,378.0025601491612,,2.9567657292694207,1.570593150764362,,,,,,13.856414794921875,,-0.026479130633423664,0.030996450549409804,1
2012-01-19,384.05267333984375,389.3066711425781,382.6716613769531,387.3393249511719,358.0970764160156,195867,,378.89177584459077,60.63718697134143,3.3182164882541656,1.920117818262323,,,,73.10813151193396,,6.943634033203125,,0.01301456301690962,0.02127793966717606,1
2012-01-20,386.52923583984375,389.43011474609375,382.0852966308594,384.09124755859375,355.09423828125,184850,,379.38696362687676,57.826945719799625,3.3044840830564226,2.1969910712211433,,,,61.72976636682995,,7.344818115234375,9.422411237444196,-0.008385612261258446,0.004317177101453851,1
2012-01-23,383.75177001953125,393.11798095703125,382.67938232421875,389.46868896484375,360.0657653808594,244078,,380.34712794477844,57.68251707308548,3.685036822695679,2.4946002215160505,,,,80.56752312919207,71.80180700265198,10.4385986328125,9.541994367327009,0.014000426826778156,0.013084731479292566,1
2012-01-24,391.1274719238281,396.66693115234375,379.75531005859375,383.7826232910156,354.80889892578125,464190,,380.6743179777534,59.025641919851054,3.4876066723904273,2.6932015116909263,,,,57.33265015932305,66.54331321844836,16.91162109375,9.912320818219866,-0.014599545059555186,-0.02286477296920142,1
2012-01-25,386.83782958984375,390.3868103027344,380.7120056152344,383.37371826171875,354.4308776855469,764501,,380.93140371908345,59.31393603924987,3.2605609206985946,2.80667339349246,,,,54.090025674644494,63.996732987719874,9.6748046875,10.019781930106026,-0.0010654599882361504,0.002643250142546183,1
2012-01-27,384.8319091796875,401.172607421875,383.59747314453125,398.0556640625,368.0044250488281,717574,,382.5622856565517,65.51790577383527,4.2167280347266,3.088684321739288,,,,90.37631277925709,67.26632953774156,17.79888916015625,10.729579380580358,0.03829669354318721,0.02766654047501893,1
2012-01-30,397.88592529296875,402.5767517089844,393.7891845703125,398.87347412109375,368.7605285644531,455415,382.00505981445315,384.11573217698424,64.18000539535193,4.983046342018383,3.4675567257951068,8.369199368540627,398.7434585515344,365.2666610773719,89.04108970486107,77.83580938625421,8.787567138671875,10.663449968610491,0.0020545117992978312,0.03848623642548632,1
2012-01-31,399.6449890136719,407.90020751953125,395.0930480957031,403.1091003417969,372.6764221191406,670667,383.5044998168945,385.92462438315687,65.29069939030303,5.8645360380778015,3.946952588251646,9.32540850451058,402.1553168259157,364.8536828078733,87.75149249306415,89.05629832572743,12.807159423828125,11.093294416155134,0.010618971918441522,0.035023127053441794,1
2012-02-01,403.957763671875,412.7530517578125,402.2912902832031,410.07586669921875,379.11712646484375,638042,385.07144622802736,388.22474269897225,74.91176629129126,7.04408299041927,4.5663786686851715,10.970062388869211,407.0115710057658,363.1313214502889,93.85943606151623,90.21733941981381,10.461761474609375,11.128012520926339,0.017282582684228,0.06851077097429026,1
2012-02-02,411.3565979003906,414.0569152832031,408.13165283203125,411.5649108886719,380.4937744140625,885309,387.0766143798828,390.447615859896,72.49571242601436,8.006739164883356,5.2544507679248085,11.970937300199367,411.0184889802815,363.1347397794841,93.08052245622895,91.5638170036031,5.925262451171875,10.585747855050224,0.0036311431868418786,0.07353449463040085,1
2012-02-03,411.8349304199219,425.72222900390625,411.21771240234375,422.60528564453125,390.7006530761719,1275561,389.67083435058595,393.5102510774803,75.2131024684944,9.55042573035962,6.113645760411771,13.732291085089237,417.1354165207644,362.2062521804075,93.46273954839036,93.46756602204518,14.5045166015625,11.022205897739955,0.02682535479523862,0.06167384061686576,1
2012-02-06,428.6076965332031,445.9205017089844,421.255126953125,434.21661376953125,401.4354553222656,1316707,392.7225646972656,397.3870475243423,77.88246483606574,11.577289804674479,7.206374569264312,16.398209818089086,425.51898433344377,359.9261450610875,82.31111004515012,89.61812401658982,24.665374755859375,12.232936314174108,0.027475586603918467,0.08860739543113283,1
